Origem/Destino;Paquetá;Freguesia (Ilha);Bancários;Galeão;Tauá;Portuguesa;Moneró;Vigário Geral;Cocotá;Jardim América;Jardim Carioca;Pavuna;Cordovil;Jardim Guanabara;Parada de Lucas;Parque Colúmbia;Praia da Bandeira;Penha Circular;Cacuia;Irajá;Anchieta;Acari;Pitangueiras;Costa Barros;Brás de Pina;Penha;Zumbi;Ribeira;Coelho Neto;Guadalupe;Parque Anchieta;Barros Filho;Vista Alegre;Ricardo de Albuquerque;Colégio;Honório Gurgel;Olaria;Vila da Penha;Maré;Vila Militar;Cidade Universitária;Rocha Miranda;Ramos;Realengo;Vila Kosmos;Marechal Hermes;Vicente de Carvalho;Paciência;Engenho da Rainha;Complexo do Alemão;Vaz Lobo;Padre Miguel;Bento Ribeiro;Turiaçú;Bonsucesso;Inhaúma;Tomás Coelho;Santíssimo;Madureira;Osvaldo Cruz;Santa Cruz;Magalhães Bastos;Senador Camará;Cavalcanti;Campo dos Afonsos;Higienópolis;Manguinhos;Engenheiro Leal;Pilares;Del Castilho;Piedade;Cascadura;Vila Valqueire;Maria da Graça;Quintino Bocaiúva;Jardim Sulacap;Campinho;Abolição;Senador Vasconcelos;Cosmos;Jacarezinho;Cachambi;Praça Seca;Benfica;Engenho de Dentro;São Cristóvão;Vasco da Gama;Inhoaíba;Todos os Santos;Jacaré;Encantado;Rocha;Méier;Gamboa;Santo Cristo;Centro;Sampaio;Riachuelo;Saúde;São Francisco Xavier;Engenho Novo;Mangueira;Tanque;Taquara;Água Santa;Lins de Vasconcelos;Freguesia (Jacarepaguá);Cidade Nova;Praça da Bandeira;Vila Isabel;Maracanã;Glória;Rio Comprido;Santa Teresa;Estácio;Tijuca;Catumbi;Grajaú;Pechincha;Andaraí;Catete;Flamengo;Laranjeiras;Guaratiba;Vargem Grande;Alto da Boa Vista;Cosme Velho;Curicica;Botafogo;Urca;Cidade de Deus;Sepetiba;Anil;Jacarepaguá;Camorim;Humaitá;Gardênia Azul;Jardim Botânico;Vargem Pequena;Copacabana;Leme;Lagoa;Itanhangá;Gávea;Barra da Tijuca;Leblon;Ipanema;São Conrado;Rocinha;Pedra de Guaratiba;Recreio dos Bandeirantes;Vidigal;Joá;Barra de Guaratiba;Grumari;Caju;Deodoro;Lapa;Campo Grande;Bangu;Gericinó;Jabour;Vila Kennedy;Ilha de Guaratiba
Rocinha;18985;34724;32515;28056;31711;30440;31257;33747;32652;35042;30935;39751;32262;30376;37602;38157;33026;29411;32360;33608;46854;39510;32653;41699;34616;29590;33220;34323;41042;41142;47603;39735;37000;45024;34076;41344;27836;32380;24662;36319;22689;35220;27618;37227;31646;37119;33445;60902;30173;27300;34534;39688;35952;36026;24541;27535;29901;50028;36485;35139;55359;34800;46355;31160;33967;24929;25726;32335;28733;27171;29947;33798;28889;23455;31632;29455;28061;30042;51426;54494;21905;22861;26838;20329;28041;17740;18056;52961;30489;20707;28915;19608;22463;18926;16867;18420;20050;19618;18886;18182;21763;18683;24411;29113;26626;23295;23248;15295;14840;19012;16542;16666;12449;14591;15080;17201;15914;21745;21698;19337;15428;13811;12887;38667;33014;12388;11584;22442;10468;13586;20163;51891;21416;23705;27095;9509;19265;7997;28463;10310;12335;9363;10252;3326;14331;5476;7758;5432;0;43269;25706;5695;4872;38385;34836;19478;42372;19171;53882;42640;44077;45398;42936;36960
Pedra de Guaratiba;60174;67712;65504;61044;64700;63429;64246;57729;65641;56183;63923;53898;56905;63365;55594;53963;66014;59769;65348;53719;49290;52891;65642;54337;57954;55947;66209;67311;50213;53781;50040;52373;54900;47460;53125;51131;52468;54675;53310;44002;55223;52479;53448;44542;53941;49404;55741;21462;52468;51292;52276;29725;45189;53839;51701;49831;52196;24093;54700;46010;16790;42483;27803;53456;41649;50485;53037;49952;47531;48591;46621;47599;42910;50464;48306;41850;46645;46716;20748;15925;51318;49185;43512;52459;44715;58099;55401;18899;47163;51595;45589;51249;47436;59630;58056;61422;50137;51507;59590;54474;49777;54457;41085;36796;43300;47287;39922;58752;59363;54929;59795;67582;53060;55202;59689;56509;60324;50830;38372;50747;65376;67748;53498;6458;22879;47927;52195;31780;51079;54197;36837;8520;38089;33044;32554;50120;35938;48608;25070;50921;52946;49974;41118;44748;31300;46087;48369;43683;43009;0;18358;45097;43123;16846;20739;58353;48336;62173;21522;37289;41602;25534;37181;10731
Recreio dos Bandeirantes;43319;50857;48648;44189;47844;46573;47390;40873;48785;39327;47068;37043;40050;46510;38739;37108;49159;42914;48493;36863;32435;36036;48786;37482;41099;39092;49353;50456;33357;36925;33184;35518;38044;30605;36270;34275;35613;37820;36455;27146;38368;35624;36593;28055;37086;32548;38885;34886;35613;34436;35420;30516;28334;36984;34846;32975;35341;31156;37844;29155;30213;25627;37183;36601;24794;33629;36182;33096;30676;31736;29766;30744;26054;33609;31450;24995;29789;29860;27811;29349;34462;32329;26656;35603;27860;41244;38546;27816;30307;34740;28733;34394;30581;42774;41201;44566;33281;34652;42734;37619;32921;37602;24230;19940;26444;30431;23066;41896;42507;38074;42940;50727;36204;38346;42834;39653;43469;33974;21517;33892;48521;50893;36643;13521;7862;31071;35339;14925;34224;37342;19981;26745;21234;16188;15698;33265;19083;31753;9247;34066;36091;33119;24263;27893;14444;29232;31514;26828;26153;18124;0;28242;26268;13240;9258;41497;31481;45318;28585;33467;34904;36226;33764;11814
Vidigal;18154;33893;31684;27225;30880;29609;30426;32916;31822;34212;30104;38920;31431;29546;36771;37326;32195;30003;31529;32778;46023;38679;31822;40868;33786;30183;32389;33492;40212;40311;46773;38904;36169;44193;33246;40513;27005;31549;23831;39690;21859;34389;26787;40599;30815;44782;32614;64273;29342;26469;33703;43060;36752;35195;23710;26704;29070;53399;35654;35939;58730;38171;49727;30329;37338;24098;24895;31504;27902;26340;31202;34598;32260;22624;33345;32826;31432;29728;54797;57865;21074;22030;30209;19498;31413;16909;17226;56332;22845;19876;30597;18777;21633;18095;16036;17589;19219;18787;18056;17352;20932;17852;27782;32484;29997;22464;26619;14464;14009;18181;15711;16131;11618;13760;14249;18873;15084;20915;25070;19579;14598;14492;12057;42038;36385;15759;10753;25813;10682;12855;23534;55262;24787;27077;30466;9723;22636;6571;31834;8534;10278;8176;13623;6786;17703;3291;4798;8803;5057;46641;29077;0;8244;41756;38207;18647;41541;18341;57254;46011;47448;48770;46308;40331
Joá;22357;38096;35888;31429;35084;33813;34630;37120;36025;38415;34307;43123;35635;33749;40975;41530;36398;34207;35732;35227;37604;42882;36026;45071;37989;34386;36593;37695;44415;44515;38354;43107;40373;35774;35695;44717;31209;33998;28035;32315;26062;36838;30991;33224;33264;33115;35063;56898;31791;30673;31598;35685;31948;31601;27913;29153;31519;46024;32060;31135;51355;30796;42352;32778;29963;28302;29099;29274;26854;27914;25944;29794;24885;29786;27628;25451;24057;26038;47423;50491;25277;28507;22834;23702;24038;21112;21429;48957;26485;24079;24911;22980;25836;22299;20239;21793;23423;22991;22259;21555;25135;22055;20407;25109;22622;26668;19244;18668;18213;22385;19915;20038;15821;17964;18453;16836;19287;21188;17695;18972;18801;17184;16260;34663;29011;12023;14957;18438;13841;16959;16159;47887;17412;19702;23091;12882;15261;11370;24459;13683;15708;12736;5590;7510;10328;8849;11131;5067;5770;39266;21702;7859;0;34382;29608;22850;45745;22544;49879;38636;40073;41395;38933;32956
Barra de Guaratiba;55443;62981;60773;56313;59968;58698;59515;52998;60910;51452;59192;49167;52174;58634;50863;49232;61283;55038;60617;48987;44559;48160;60911;49606;53223;51216;61478;62580;45482;49049;45309;47642;50169;42729;48394;46400;47737;49944;48579;39271;50492;47748;48717;40179;49210;44673;51010;34802;47737;46560;47544;42640;40458;49108;46970;45100;47465;31072;49968;41279;30129;37752;34781;48725;36918;45754;48306;45221;42800;43860;41890;42868;38178;45733;43574;37119;41913;41984;27727;29264;46587;44454;38781;47727;39984;53368;50670;27731;42432;46864;40858;46518;42705;54898;53325;56691;45406;46776;54859;49743;45045;49726;36354;32065;38569;42556;35191;54021;54631;50198;55064;62851;48328;50471;54958;51778;55593;46099;33641;46016;60645;63017;48767;13437;18148;43195;47464;27049;46348;49466;32106;26661;33358;28313;27822;45389;31207;43877;20339;46190;48215;45243;36387;40017;26569;41356;43638;38952;38277;18040;13627;40366;38392;0;5037;53621;43605;57442;28501;45591;47029;32513;37494;11479
Grumari;52314;59852;57643;53184;56839;55568;56385;48339;57780;46793;56063;44508;47516;55504;46205;44574;58154;51909;57488;44329;39901;43502;57781;44948;48565;51007;58348;59451;40823;44391;40650;42984;45510;38071;43736;41741;44607;46815;45449;34612;47363;43090;45588;35521;46081;40014;47880;38695;44608;43431;44415;37982;35800;44450;43840;41970;44336;34965;45310;36620;34022;33093;38675;45595;32260;42624;45177;42091;39671;40731;38761;38210;33520;42603;40445;32461;37255;38855;31620;33158;43457;41324;35651;44598;36855;50239;47541;31625;39302;43735;37728;43389;39575;51769;50196;53561;42276;43647;51729;46614;41916;46597;33224;27406;35439;39426;32061;50891;51502;47069;51935;59722;43574;45716;51829;42631;52464;42969;30512;42887;57516;59888;44013;17330;13999;37818;42709;22391;41593;44711;28976;30554;30229;23654;23164;40635;28078;39123;15384;41435;43461;40489;31010;35262;23134;36602;38884;34197;33523;21933;9771;35612;30158;5037;0;50492;38947;54313;32394;40933;42370;36406;41230;15372
Caju;8991;20305;18097;13637;17293;16022;16839;15543;18234;16629;16516;20853;13413;15958;18476;19785;18607;12051;17941;15017;27730;19249;18235;22575;13951;12230;18802;19904;21919;22018;28480;20611;17874;25900;15485;22220;9245;13789;5871;27168;7816;16628;9027;30819;13055;26489;14854;52343;11581;8709;15943;33310;18992;17435;5950;8944;11309;41470;17893;18179;60994;28102;37797;12569;30597;6338;5455;13743;10142;8579;13442;16838;21222;10452;15585;26013;17567;11968;42868;53394;6205;10916;23397;3614;13166;4605;3807;49688;11703;5761;12837;4662;8911;8447;6873;10239;6498;6066;8407;4630;8211;4614;20970;22986;13054;9743;17774;7569;8180;6208;6733;16399;9560;10407;8506;9895;9141;10108;19908;8773;14193;16565;12785;50744;40026;17754;13129;28136;17603;19652;23124;65179;22222;29399;32789;14523;22225;15450;34850;16478;19841;14288;29217;17587;26217;17103;17467;24397;20271;55347;37783;19464;23837;50463;46727;0;23249;10990;45324;34081;35519;36840;34378;49038
Deodoro;30281;32402;30194;25734;29390;28119;28936;13893;30331;12347;28613;10062;13069;28055;11759;10127;30704;15501;30038;9883;4481;9056;30332;8147;14119;16561;30899;32001;6377;6789;5231;8538;11064;2652;9290;7295;20048;13606;24108;3920;22624;8644;20275;7570;12670;5568;11869;29095;14638;21039;11967;10061;5357;10004;21380;16351;13186;18221;10864;6786;37745;4854;14549;14445;7349;23038;23158;12219;15022;17166;13514;10141;7844;19039;11262;12609;9187;13539;19619;30146;19893;19503;10260;25321;15491;26693;25945;26439;16139;20170;14645;26369;17453;29737;28163;31529;28205;27773;29697;26338;18753;26321;17373;13768;14123;31665;19341;28859;29469;27915;29902;37689;30850;31697;29796;33064;30431;25573;17285;30480;35483;37855;34075;40744;30677;40923;34419;16654;38893;40942;17151;41931;27332;15053;20044;35715;25181;36642;25501;37671;41131;35481;36968;38780;25107;38295;38660;39533;41464;45347;27783;40947;38973;40463;36210;28460;0;32280;22076;10833;12270;13592;11129;39037
Lapa;5859;24590;22381;17922;21577;20306;21123;23613;22518;23053;20801;29617;22128;20242;24900;28023;22892;18475;22225;23474;34154;25673;22519;28999;20376;18654;23086;24189;28343;28442;34904;27035;24298;32324;23942;28644;17702;22245;12284;33592;12555;25085;17484;37243;21511;32913;23311;58768;20038;17166;24400;39734;21554;25892;14407;17401;19766;47894;26350;20742;67418;34526;44221;21026;24322;14795;11821;22200;18599;17036;15550;19401;23785;12780;17234;34470;20130;20424;49292;59818;11229;12186;31854;9979;14341;6011;7922;56112;13001;10031;14518;8932;11788;5045;3741;2431;9374;8942;5005;7507;11087;8007;29427;31443;21511;12620;26231;2713;4168;8337;5867;6004;5520;4524;4280;9028;3097;11070;28365;9735;2841;6170;7070;59201;48483;16887;7413;36593;7208;9257;31581;71603;30679;37856;41246;9008;30682;12609;43307;9573;9446;11448;26377;14747;34674;14263;14627;21557;17431;63804;46240;16624;20997;58920;55184;8542;29673;0;51748;40505;41943;43264;40802;57495
Campo Grande;48777;50898;48689;44230;47885;46614;47431;32388;48826;30843;47109;28558;31565;46550;30254;28623;49200;33996;48533;28378;23950;27551;48827;28997;32614;35057;49394;50497;24873;28440;24700;27033;29559;22120;27785;25791;38543;32101;42604;18662;41119;27139;38770;17838;31166;24064;30364;14656;33134;39534;30462;14308;24267;28499;39875;34847;31681;4974;29359;25696;23306;18936;12385;32941;23826;41533;41653;30714;33518;35661;32009;29775;25086;37534;30896;25853;28821;32034;7539;8902;38388;37998;28301;43817;33986;45188;44440;7470;34634;38665;33140;44864;35948;48232;46659;50024;46700;46268;48192;44833;37248;44816;30617;27012;45787;50160;32585;47354;47965;46411;48397;56184;49346;50192;48291;51559;48926;44069;30529;48975;53979;56351;52570;16438;33628;57021;52914;29898;57388;59438;30395;20818;40577;28297;33289;54211;38426;55137;38745;56166;59626;53976;50212;53842;38351;56791;57155;52777;52103;21170;29107;54191;52218;27594;31488;46955;22996;50776;0;10585;14899;10117;10477;18252
Bangu;39479;41601;39392;34933;38588;37317;38134;23091;39529;21545;37812;19261;22268;37253;20957;19326;39903;24699;39236;19081;14653;18254;39530;19700;23317;25759;40097;41200;15576;19143;15403;17736;20262;12823;18488;16493;29246;22804;33306;9364;31822;17842;29473;8541;21869;14766;21067;21963;23836;30237;21165;6866;14970;19202;30578;25550;22384;11089;20062;16399;30613;9639;7498;23644;14528;32236;32356;21417;24221;26364;22712;20478;15789;28237;21599;16556;19524;22737;11347;23013;29091;28701;19004;34520;24689;35891;35143;19307;25337;29368;23843;35567;26651;38935;37361;40727;37403;36971;38895;35536;27951;35519;21320;17715;36490;40863;23288;38057;38668;37114;39100;46887;40049;40895;38994;42262;39629;34771;21232;39678;44682;47054;43273;28274;34625;47724;43617;20601;48091;50140;21098;34799;31279;19000;23991;44913;29128;45840;29448;46869;50329;44679;40915;44545;29054;47493;47858;43480;42806;33007;31730;44894;42920;44410;40157;37658;13699;41478;14943;0;5128;6541;485;30088
Gericinó;41773;43894;41685;37226;40881;39610;40427;25385;41822;23839;40105;21554;24561;39546;23250;21619;42196;26992;41530;21374;16946;20547;41823;21993;25610;28053;42390;43493;17869;21436;17696;20029;22556;15116;20781;18787;31539;25097;35600;11658;34115;20135;31766;10834;24162;17060;23360;22562;26130;32530;23458;8875;17264;21495;32871;27843;24677;11689;22355;18692;31212;11932;10253;25937;16822;34529;34649;23710;26514;28657;25005;22771;18082;30530;23892;18849;21817;25030;13087;23613;31384;30994;21297;36813;26983;38184;37436;19907;27630;31661;26136;37861;28944;41228;39655;43020;39696;39265;41188;37829;30244;37812;23613;20008;38783;43156;25581;40350;40961;39407;41393;49181;42342;43188;41287;44555;41922;37065;23525;41971;46975;49347;45567;28874;36918;50017;45910;22894;50384;52434;23391;35398;33573;21293;26285;47207;31422;48134;31741;49162;52622;46972;43208;46838;31347;49787;50151;45773;45099;33607;34023;47187;45214;46703;42450;39951;15992;43772;15543;4290;0;9296;4587;30688
Jabour;45487;47608;45399;40940;44595;43324;44141;29099;45536;27553;43819;25268;28275;43260;26964;25333;45910;30706;45244;25088;20660;24261;45537;25707;29324;31767;46104;47207;21583;25150;21410;23743;26270;18830;24495;22501;35253;28811;39314;15372;37829;23849;35480;6907;27876;20774;27074;20425;29844;36244;27173;4793;20978;25209;36585;31557;28391;5395;26069;22406;29075;8959;2871;29651;12798;38243;38363;27424;30228;32371;21107;18748;14058;34244;19869;14826;17793;21483;5536;15368;35098;34708;17274;40527;23106;41899;41150;12830;24083;35375;22260;41575;25397;44942;43369;46734;43411;42979;44902;41543;26697;41526;18415;23722;22729;25269;21558;44064;44675;43121;45108;52895;46056;46902;45002;48269;45636;40779;19502;45685;50689;53061;49281;20662;40632;53731;49624;26608;54098;56148;27105;33261;37287;25007;29999;50921;35136;51848;35455;52876;56336;50686;46922;50552;35061;53501;53865;49487;48813;25395;37737;50902;48928;31819;35712;43665;19706;47486;10429;7295;11609;0;7187;22476
Vila Kennedy;39345;41466;39257;34798;38453;37182;37999;22957;39395;21411;37677;19126;22133;37119;20822;19191;39768;24564;39102;18947;14518;18120;39395;19565;23182;25625;39962;41065;15441;19009;15268;17602;20128;12688;18353;16359;29112;22669;33172;9230;31687;17707;29339;8407;21734;14632;20933;18865;23702;30102;21031;8022;14836;19067;30443;25415;22249;7991;19928;16264;27515;9504;7837;23509;14394;32102;32221;21282;24086;26230;22577;20344;15654;28102;21464;16422;19389;22603;11686;19916;28956;28566;18870;34385;24555;35757;35008;16209;25203;29234;23708;35433;26516;38800;37227;40592;37269;36837;38760;35401;27816;35385;21185;17581;36355;40729;23154;37922;38533;36979;38966;46753;39914;40761;38860;42128;39495;34637;21097;39544;44547;46919;43139;25177;34490;47589;43482;20466;47957;50006;20963;31701;31145;18865;23857;44779;28994;45706;29313;46735;50194;44545;40780;44411;28920;47359;47723;43346;42671;29909;31595;44760;42786;44275;40023;37523;13565;41344;11846;505;5467;6880;0;26991
Ilha de Guaratiba;54392;61930;59721;55262;58917;57646;58463;51946;59859;50401;58141;48116;51123;57583;49812;48181;60232;53987;59566;47936;43508;47109;59859;48555;52172;50165;60426;61529;44431;47998;44258;46591;49117;41678;47343;45348;46686;48893;47528;38219;49441;46697;47666;28330;48159;43622;49958;27363;46686;45509;46493;26216;39407;48057;45919;44048;46414;20584;48917;40228;22690;36700;24293;47674;35867;44702;47255;44170;41749;42809;40839;41817;37127;44682;42523;36068;40862;40933;17239;21826;45536;43403;37730;46676;38933;52317;49619;17243;41380;45813;39806;45467;41654;53847;52274;55639;44355;45725;53807;48692;43994;48675;35303;31013;37517;41504;34139;52970;53580;49147;54013;61800;47277;49420;53907;50727;54542;45048;32590;44965;59594;61966;47716;5260;17097;42144;46412;25998;45297;48415;31054;19222;32307;27261;26771;44338;30156;42826;19287;45139;47164;44192;35336;38966;25517;40305;42587;37901;37226;10601;12576;39315;37341;11387;15281;52570;42554;56391;18013;27113;31427;22025;27006;0
